pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	srnn_hidden650_batch128_dropout0.0_lr1.0	srnn_hidden650_batch128_dropout0.0_lr0.5	srnn_hidden650_batch128_dropout0.0_lr5.0	srnn_hidden650_batch128_dropout0.0_lr10.0	srnn_hidden650_batch128_dropout0.1_lr1.0	srnn_hidden650_batch128_dropout0.1_lr0.5	srnn_hidden650_batch128_dropout0.2_lr10.0	srnn_hidden650_batch128_dropout0.1_lr10.0	srnn_hidden650_batch128_dropout0.2_lr5.0	srnn_hidden650_batch64_dropout0.0_lr1.0	srnn_hidden650_batch64_dropout0.0_lr10.0	srnn_hidden650_batch128_dropout0.1_lr5.0	srnn_hidden650_batch64_dropout0.0_lr0.5	srnn_hidden650_batch64_dropout0.0_lr5.0	srnn_hidden650_batch128_dropout0.2_lr0.5	srnn_hidden650_batch128_dropout0.2_lr1.0	srnn_hidden650_batch64_dropout0.1_lr0.5	srnn_hidden650_batch64_dropout0.1_lr1.0	srnn_hidden650_batch64_dropout0.1_lr10.0	srnn_hidden650_batch64_dropout0.1_lr5.0	srnn_hidden650_batch64_dropout0.2_lr0.5	srnn_hidden650_batch64_dropout0.2_lr10.0	srnn_hidden650_batch64_dropout0.2_lr5.0	srnn_hidden650_batch64_dropout0.2_lr1.0
L__ADJ_ADJ_NOUN	24	6	plur	ставок	correct	generated	""" На медицинский бой мы слегка считаем на доходах трудных индустриальных и интерактивных"	0	True	227	4	13	""" На медицинский бой мы слегка считаем на доходах трудных индустриальных и интерактивных инициатив , которые , как и плотно , умирают в большинстве индийского периода , но с формированием народных посылок Турции "" . <eos>"	-9.07896	-10.3282	-8.54324	-11.9847	-9.64064	-8.45588	-12.3737	-9.22697	-10.1969	-10.7145	-10.2281	-9.36765	-10.9446	-9.01556	-8.78092	-9.10095	-9.34242	-11.8917	-10.1737	-8.30858	-10.2295	-11.025	-8.68543	-10.7192
L__ADJ_ADJ_NOUN	24	6	plur	ставки	wrong	generated	""" На медицинский бой мы слегка считаем на доходах трудных индустриальных и интерактивных"	0	True	611	4	13	""" На медицинский бой мы слегка считаем на доходах трудных индустриальных и интерактивных инициатив , которые , как и плотно , умирают в большинстве индийского периода , но с формированием народных посылок Турции "" . <eos>"	-16.2178	-13.6979	-13.7111	-11.1435	-16.4818	-15.767	-10.7041	-15.1131	-14.653	-17.6028	-15.5859	-15.356	-15.003	-15.9268	-14.8271	-14.6564	-15.5544	-18.8388	-16.0557	-13.833	-14.5574	-12.9951	-12.6902	-15.0527
L__VERB_NOUN_NOUN	13	5	sing	ноге	correct	generated	"Южная речь заслуживает положительный бунт отделений на инструкции семи низших союзов и придает ответные направления , которые ровно исчезнуть "" , - носит глубокий продюсер Иоганн Ирвинг в ненадолго построенной на федеральном отрыве"	0	True	220	4	33	"Южная речь заслуживает положительный бунт отделений на инструкции семи низших союзов и придает ответные направления , которые ровно исчезнуть "" , - носит глубокий продюсер Иоганн Ирвинг в ненадолго построенной на федеральном отрыве связи "" Ford в высшей поверхности "" . <eos>"	-20.9239	-16.6809	-16.6959	-13.9857	-15.3881	-16.4566	-12.673	-18.5583	-14.9237	-19.4225	-17.8522	-15.9622	-17.1232	-15.237	-16.3254	-15.4386	-16.924	-17.577	-18.7872	-12.9535	-17.2	-16.847	-11.0804	-18.8639
L__VERB_NOUN_NOUN	13	5	sing	ногах	wrong	generated	"Южная речь заслуживает положительный бунт отделений на инструкции семи низших союзов и придает ответные направления , которые ровно исчезнуть "" , - носит глубокий продюсер Иоганн Ирвинг в ненадолго построенной на федеральном отрыве"	0	True	491	4	33	"Южная речь заслуживает положительный бунт отделений на инструкции семи низших союзов и придает ответные направления , которые ровно исчезнуть "" , - носит глубокий продюсер Иоганн Ирвинг в ненадолго построенной на федеральном отрыве связи "" Ford в высшей поверхности "" . <eos>"	-20.0623	-14.889	-19.1377	-13.3728	-16.5387	-16.6212	-12.4682	-18.4244	-17.1696	-18.8131	-18.5534	-15.9654	-15.7612	-17.3197	-17.5189	-15.4637	-17.1647	-18.6165	-20.9899	-16.401	-18.5383	-16.4054	-12.8789	-18.8619
R__VERB_NOUN_CCONJ_VERB	35	9	sing	защищает	correct	generated	Историческая норма , в которой на оба материала котла утверждается два профиль аэродрома , переходит быть практикой , а	0	True	797	5	19	Историческая норма , в которой на оба материала котла утверждается два профиль аэродрома , переходит быть практикой , а владеет быть и эпохой последовательных самолета и мм ( пр : не судить в теоретических чувствах ! ) . <eos>	-10.0348	-10.4896	-12.1213	-12.0571	-11.2291	-11.3218	-12.47	-13.3051	-11.3032	-10.9182	-12.1423	-11.9687	-11.6214	-14.1414	-11.5526	-11.3428	-11.3794	-13.8997	-13.2212	-12.2804	-11.976	-12.0037	-10.6382	-11.9792
R__VERB_NOUN_CCONJ_VERB	35	9	sing	защищают	wrong	generated	Историческая норма , в которой на оба материала котла утверждается два профиль аэродрома , переходит быть практикой , а	0	True	242	5	19	Историческая норма , в которой на оба материала котла утверждается два профиль аэродрома , переходит быть практикой , а владеет быть и эпохой последовательных самолета и мм ( пр : не судить в теоретических чувствах ! ) . <eos>	-12.5642	-11.2018	-13.9841	-13.0639	-13.1326	-12.8682	-12.4414	-14.5778	-13.8241	-12.4824	-12.7776	-13.6717	-12.8931	-15.6567	-13.5944	-12.8896	-13.2967	-14.5336	-13.8729	-13.0822	-13.079	-12.998	-11.1413	-14.454
L__DET_ADJ_ADJ_NOUN	8	3	sing	провинции	correct	generated	В Испании подписанный бык может электронные значения двух с отличным революций поклонников , они все оценивают на ту выставку , которая допущена в той или геометрической экспериментальной	0	True	4290	4	27	В Испании подписанный бык может электронные значения двух с отличным революций поклонников , они все оценивают на ту выставку , которая допущена в той или геометрической экспериментальной лаборатории , и площадь влияет всю компанию . <eos>	-12.1199	-10.5704	-12.9961	-9.4171	-11.1166	-11.14	-9.53928	-12.1448	-11.7925	-12.179	-12.7132	-13.0794	-10.2281	-12.4635	-11.1535	-9.24281	-12.4107	-8.56442	-9.98427	-11.6518	-10.3083	-10.9086	-10.0923	-10.733
L__DET_ADJ_ADJ_NOUN	8	3	sing	провинциях	wrong	generated	В Испании подписанный бык может электронные значения двух с отличным революций поклонников , они все оценивают на ту выставку , которая допущена в той или геометрической экспериментальной	0	True	462	4	27	В Испании подписанный бык может электронные значения двух с отличным революций поклонников , они все оценивают на ту выставку , которая допущена в той или геометрической экспериментальной лаборатории , и площадь влияет всю компанию . <eos>	-17.6981	-17.8368	-18.0962	-11.1787	-17.499	-17.2448	-9.85952	-16.0628	-15.7874	-15.9351	-17.1485	-18.5374	-16.3657	-17.1422	-17.5622	-16.5934	-16.7402	-17.0806	-15.735	-13.5902	-15.9523	-14.2501	-12.9828	-15.6509
L__VERB_NOUN_ADJ_NOUN	1	6	sing	вулкана	correct	generated	"Гости оценивают , что "" руководство надписей "" , задним кратко отдать Государственную сессию , возрастает задним страшным чудом из-за запланированного в проверке социального"	0	True	630	4	24	"Гости оценивают , что "" руководство надписей "" , задним кратко отдать Государственную сессию , возрастает задним страшным чудом из-за запланированного в проверке социального рынка или кандидатур шаров . <eos>"	-15.2723	-11.5177	-13.2547	-11.3071	-15.6366	-13.8671	-10.9165	-14.1894	-13.553	-11.7799	-14.1841	-14.0423	-12.2701	-15.7869	-13.9172	-14.3873	-13.3666	-12.8444	-12.9248	-13.1	-13.786	-13.5382	-13.3218	-14.5976
L__VERB_NOUN_ADJ_NOUN	1	6	sing	вулканов	wrong	generated	"Гости оценивают , что "" руководство надписей "" , задним кратко отдать Государственную сессию , возрастает задним страшным чудом из-за запланированного в проверке социального"	0	True	207	4	24	"Гости оценивают , что "" руководство надписей "" , задним кратко отдать Государственную сессию , возрастает задним страшным чудом из-за запланированного в проверке социального рынка или кандидатур шаров . <eos>"	-20.1833	-15.3333	-19.784	-11.8435	-18.1643	-16.946	-13.2765	-17.6639	-17.4192	-19.6166	-17.8175	-18.4046	-16.5019	-22.1957	-16.3207	-18.5106	-16.6409	-16.5889	-19.5214	-14.382	-17.1369	-15.2507	-14.2081	-17.5345
R__VERB_NOUN_CCONJ_VERB	32	8	sing	переносит	correct	generated	Избранный рекордсмен вращается в научный экипаж Палаты , и	0	True	335	7	9	Избранный рекордсмен вращается в научный экипаж Палаты , и срабатывает класс для колес , которые для коммунистической тьмы читают заручиться низкими рисками . <eos>	-11.496	-12.4442	-13.3376	-12.0915	-13.0681	-12.4833	-12.2882	-12.4546	-13.56	-11.3702	-11.2524	-12.8905	-12.6461	-13.0745	-11.9266	-11.4324	-13.6017	-12.0584	-12.571	-12.1075	-12.8381	-12.0255	-11.9954	-12.4848
