pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	ngram_lstm_hidden650_batch256_dropout0.0_lr20.0	ngram_lstm_hidden650_batch256_dropout0.1_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr1.0	ngram_lstm_hidden650_batch256_dropout0.1_lr10.0	ngram_lstm_hidden650_batch256_dropout0.0_lr10.0	ngram_lstm_hidden650_batch256_dropout0.2_lr20.0	ngram_lstm_hidden650_batch256_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.0_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr10.0	ngram_lstm_hidden650_batch512_dropout0.1_lr5.0	ngram_lstm_hidden650_batch512_dropout0.1_lr10.0	ngram_lstm_hidden650_batch512_dropout0.1_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr20.0	ngram_lstm_hidden650_batch512_dropout0.2_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr10.0	ngram_lstm_hidden650_batch256_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.2_lr10.0	ngram_lstm_hidden650_batch256_dropout0.1_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr5.0
R__NOUN_PUNCT_NOUN_PUNCT_NOUN	6	7	plur	דפוסים	correct	generated	הברחות ה מדור - וי - אולימפיאקוס משבחות ב כל ה פיגועים ו ב כל ה מוקדים , ו <unk> יהלומים בהירים של תיאטראות , משאבים ,	0	True	450	4	27	הברחות ה מדור - וי - אולימפיאקוס משבחות ב כל ה פיגועים ו ב כל ה מוקדים , ו בתוכן יהלומים בהירים של תיאטראות , משאבים , אזרחים ו עוגות אדמירליות אקוסטיות . <eos>	-10.5103	-11.3317	-11.3007	-10.4741	-10.3861	-10.964	-11.704	-10.8526	-9.51389	-10.0045	-13.7056	-14.4723	-11.146	-11.7538	-11.1205	-10.7727	-9.87006	-10.0281	-10.8759	-9.62186	-12.8366	-10.6568	-10.8967	-9.56135	-11.1832	-11.5291	-11.9125	-9.87523	-9.85638	-10.8894	-9.65248	-11.0987	-10.2091	-11.3247	-10.8871	-11.0227
R__NOUN_PUNCT_NOUN_PUNCT_NOUN	6	7	plur	דפוס	wrong	generated	הברחות ה מדור - וי - אולימפיאקוס משבחות ב כל ה פיגועים ו ב כל ה מוקדים , ו <unk> יהלומים בהירים של תיאטראות , משאבים ,	0	True	4020	4	27	הברחות ה מדור - וי - אולימפיאקוס משבחות ב כל ה פיגועים ו ב כל ה מוקדים , ו בתוכן יהלומים בהירים של תיאטראות , משאבים , אזרחים ו עוגות אדמירליות אקוסטיות . <eos>	-11.2104	-8.21782	-9.50368	-9.78165	-10.8744	-8.3025	-10.0807	-9.69079	-10.4544	-7.36903	-10.2409	-11.4892	-8.69864	-11.0213	-9.21726	-8.77809	-9.69107	-7.29307	-9.84546	-8.27062	-10.911	-9.39521	-8.42536	-8.98796	-10.5404	-10.2193	-8.73003	-9.97179	-8.4899	-8.6445	-9.0425	-9.05814	-10.4621	-10.1351	-8.97012	-9.56355
R__NOUN_NOUN_DET_ADJ	27	5	sing	ארכאולוגית	correct	generated	ה קריש ה אבולוציוני ו פסקול התייצבות ה מאהב ה	0	False	420	4	10	ה קריש ה אבולוציוני ו פסקול התייצבות ה מאהב ה קופתית נחצה השבוע כי הוא נספג כ - 051 אלף צאצא ל מועצה , ו מפחד עוד כ - 011 סגנון ל תאוריות מ מקומות התדרדרות . <eos>	-17.4727	-19.7533	-14.9381	-13.6883	-14.6758	-13.5605	-14.8313	-13.2158	-16.7388	-16.5487	-20.5167	-18.4853	-16.6456	-14.7659	-14.7994	-13.541	-13.0381	-14.3283	-14.3229	-15.6345	-15.0954	-18.3968	-15.9452	-16.48	-17.2546	-15.6559	-13.7461	-19.0707	-14.2156	-17.5146	-14.6845	-12.89	-16.1707	-16.3396	-16.7386	-15.3872
R__NOUN_NOUN_DET_ADJ	27	5	sing	ארכאולוגיות	wrong	generated	ה קריש ה אבולוציוני ו פסקול התייצבות ה מאהב ה	0	False	910	4	10	ה קריש ה אבולוציוני ו פסקול התייצבות ה מאהב ה קופתית נחצה השבוע כי הוא נספג כ - 051 אלף צאצא ל מועצה , ו מפחד עוד כ - 011 סגנון ל תאוריות מ מקומות התדרדרות . <eos>	-16.6752	-21.9552	-19.547	-19.6769	-17.3654	-15.2873	-15.1606	-15.9833	-21.6865	-18.1642	-16.2669	-19.6294	-19.3318	-18.7347	-15.3495	-18.6105	-17.9377	-17.8176	-20.9639	-20.3247	-15.5466	-18.6222	-14.6828	-21.347	-17.4658	-17.2167	-15.5476	-20.0177	-20.5783	-18.5023	-20.6411	-17.7098	-18.4082	-19.7302	-15.2488	-19.5511
L__NOUN_NOUN_ADJ_VERB	3	9	plur	מרגשים	correct	generated	ותיקי תגיות מוצהרים ו צחיחים	0	False	59	5	5	ותיקי תגיות מוצהרים ו צחיחים צוברים אמריקות זאת ב נתניהו , ב רטנר או ב רביד , תמורת 003 עד 1,000 קרם . <eos>	-17.1621	-15.1932	-16.1714	-15.3524	-17.3037	-18.5843	-17.4357	-16.2964	-14.495	-16.9919	-14.758	-14.9922	-15.1447	-17.738	-15.8144	-15.6414	-16.2535	-16.0761	-15.8165	-19.6351	-17.5714	-15.9087	-15.5758	-15.299	-15.3588	-18.9317	-16.8846	-19.6097	-15.4351	-16.6838	-16.3323	-15.6064	-16.7176	-16.6382	-15.0352	-16.4842
L__NOUN_NOUN_ADJ_VERB	3	9	plur	מרגש	wrong	generated	ותיקי תגיות מוצהרים ו צחיחים	0	False	164	5	5	ותיקי תגיות מוצהרים ו צחיחים צוברים אמריקות זאת ב נתניהו , ב רטנר או ב רביד , תמורת 003 עד 1,000 קרם . <eos>	-16.3605	-17.3132	-19.5109	-18.3541	-19.4029	-18.3164	-18.3122	-17.4662	-19.1438	-19.1782	-15.8481	-19.9414	-19.3162	-19.4039	-17.47	-17.3084	-19.4429	-20.1277	-20.2868	-19.1271	-17.6504	-17.5474	-17.2522	-17.6478	-16.6736	-21.4299	-19.3106	-19.2211	-18.7287	-17.5975	-19.2854	-17.6623	-18.3261	-19.0129	-16.9096	-18.0879
R__NOUN_NOUN_DET_ADJ	110	8	sing	דחוס	correct	generated	זאת משום ש סכר ה אחסון ה	0	False	341	4	7	זאת משום ש סכר ה אחסון ה מולקולרי ב סטייה הוא רחוק יותר , אף כי עדיין פוליטי . <eos>	-8.23708	-7.26486	-5.80601	-6.88761	-7.09368	-9.53071	-5.30003	-7.97216	-7.30428	-6.44125	-5.82779	-9.08505	-8.68314	-5.93112	-7.92951	-8.21986	-7.00569	-8.13907	-7.19585	-4.83502	-6.9882	-6.17128	-9.34537	-9.72955	-7.07891	-6.90857	-8.2363	-7.83418	-7.76341	-5.83609	-7.52266	-6.14789	-6.77162	-8.45439	-7.27635	-7.25008
R__NOUN_NOUN_DET_ADJ	110	8	sing	דחוסים	wrong	generated	זאת משום ש סכר ה אחסון ה	0	False	79	4	7	זאת משום ש סכר ה אחסון ה מולקולרי ב סטייה הוא רחוק יותר , אף כי עדיין פוליטי . <eos>	-14.5805	-10.2621	-12.8168	-11.7004	-12.0343	-15.7026	-11.7387	-13.7475	-14.4108	-12.1838	-14.1937	-14.8983	-14.6018	-13.449	-11.9394	-13.9328	-12.0654	-12.7415	-14.3176	-12.5075	-14.3313	-10.5526	-13.7289	-14.3201	-12.4482	-12.3683	-14.247	-13.1209	-12.9087	-12.843	-11.6543	-11.8042	-13.4502	-13.4233	-12.7206	-15.3503
R__NOUN_NOUN_DET_ADJ	47	9	sing	ממשי	correct	generated	פולחן ה הסרטה ה	0	False	1412	4	4	"פולחן ה הסרטה ה שרוי , סטראבון טורון , הזרים התנזרות אותנטית ב טרנספר ש בין קונספט לופוליאנסקי ל אנוביס , ב לפחד כי הוא ממית קורנס ש נשנה יהיה לענוד את "" תשתיות פבלו "" ב התקפה גאט""ט , ב יכולתו של מוזיקאי 501 רשויות , ש הוקרא להן אינטרס דיוק ב היערכות פלגי ה ביצור של מוראל ה בנאים ו ה אזכור ב 37 ב מוגאבה . <eos>"	-11.0163	-9.18147	-11.2898	-8.26351	-10.7382	-8.32054	-7.97533	-10.4745	-10.3839	-11.453	-8.56533	-11.1732	-11.2121	-9.51335	-8.26562	-9.65518	-10.2444	-10.5097	-7.05139	-10.3969	-9.74723	-8.99458	-9.60662	-12.077	-12.9706	-8.6945	-7.98299	-8.44781	-11.0372	-9.10521	-9.86091	-9.80619	-10.1067	-9.03362	-8.90348	-10.1198
R__NOUN_NOUN_DET_ADJ	47	9	sing	ממשיים	wrong	generated	פולחן ה הסרטה ה	0	False	699	4	4	"פולחן ה הסרטה ה שרוי , סטראבון טורון , הזרים התנזרות אותנטית ב טרנספר ש בין קונספט לופוליאנסקי ל אנוביס , ב לפחד כי הוא ממית קורנס ש נשנה יהיה לענוד את "" תשתיות פבלו "" ב התקפה גאט""ט , ב יכולתו של מוזיקאי 501 רשויות , ש הוקרא להן אינטרס דיוק ב היערכות פלגי ה ביצור של מוראל ה בנאים ו ה אזכור ב 37 ב מוגאבה . <eos>"	-16.7502	-14.0421	-15.3134	-13.8564	-15.1994	-12.3489	-12.4809	-14.3307	-12.2006	-18.8485	-14.5724	-16.8148	-15.9705	-12.0293	-15.0361	-13.2681	-17.337	-19.0844	-13.9314	-17.4295	-15.1293	-13.9473	-16.5852	-16.4052	-17.5597	-15.0205	-16.6914	-13.7115	-15.7385	-10.8502	-16.4132	-13.9759	-13.9931	-16.1194	-13.1236	-14.4984
R__NOUN_NOUN_DET_ADJ	10	7	plur	פילוסופים	correct	generated	חישוב - איגוד של וותיקי ה סארי ה	1	True	1250	4	8	חישוב - איגוד של וותיקי ה סארי ה ניידים ב בילבאו , של ציבור ה מקסימום ו ה היפותזה בואכה רויאל , של ה עיתונות ב טיפוסים , של ה בד ה מגוחך ו ה שגרה , של עלובי ה פסנתרים של ה ביוב ו ה דפדפנים ה תעשייתיים ב עיתוני ה הנפשה . <eos>	-18.0844	-12.3662	-15.9385	-15.6503	-17.149	-14.5443	-12.5351	-16.4161	-14.33	-14.7726	-12.6518	-10.5588	-19.2986	-12.6053	-17.3347	-11.53	-15.5711	-16.1494	-14.1546	-13.4127	-13.939	-13.843	-15.583	-18.6787	-12.6472	-14.5849	-12.9026	-14.1233	-15.7611	-14.8865	-13.0414	-16.4585	-16.8336	-13.5094	-14.5425	-12.3231
R__NOUN_NOUN_DET_ADJ	10	7	plur	פילוסוף	wrong	generated	חישוב - איגוד של וותיקי ה סארי ה	1	True	2351	4	8	חישוב - איגוד של וותיקי ה סארי ה ניידים ב בילבאו , של ציבור ה מקסימום ו ה היפותזה בואכה רויאל , של ה עיתונות ב טיפוסים , של ה בד ה מגוחך ו ה שגרה , של עלובי ה פסנתרים של ה ביוב ו ה דפדפנים ה תעשייתיים ב עיתוני ה הנפשה . <eos>	-14.217	-12.5647	-15.0104	-15.9359	-14.5918	-15.795	-9.55319	-17.2037	-12.1942	-14.0014	-13.3599	-10.6681	-15.6699	-15.8274	-12.2072	-10.911	-13.8899	-15.7298	-12.851	-12.7308	-13.0181	-13.0579	-15.4743	-17.4416	-13.4908	-14.1097	-13.803	-15.3292	-14.6406	-16.9128	-11.5076	-18.3391	-15.1869	-13.7257	-13.9978	-12.3469
R__NOUN_NOUN_DET_ADJ	6	4	sing	אתנית	correct	generated	הוא השביע תקלות סלאביות : היתה פסולת ה איחוי ה	0	True	932	4	10	הוא השביע תקלות סלאביות : היתה פסולת ה איחוי ה וולקנית , אנוביס עברה מ בדיחה ל הצלחה , אלהים פורשו ממנה קשישים ל עצמם , ו נקלטו מסמכי יוניון , ו הוצמדו ה סיבוכים ו רדפו את ה כוהנים עד ש כיהנו , ו אז התפנו ה קרחונים ו השליכו את ה כתיב , ו פיאנו סינכרון הובן טרנספר פרגמטי ב היטהרות : שלטונות האורקים ו מצמידים , פוספטים מאריכים ו ניצלים , אבל מסעדות נגד תכנון ו מזרק צריך תמיד . <eos>	-12.7052	-14.3106	-14.2121	-15.591	-13.6825	-18.6428	-11.7839	-10.3451	-14.516	-7.44499	-13.2316	-15.7071	-12.2458	-10.5706	-10.293	-11.1434	-13.0353	-9.4481	-9.16151	-14.405	-11.7471	-12.3615	-11.0182	-12.5195	-9.24356	-15.5575	-12.129	-15.2992	-10.4955	-8.97248	-11.1571	-10.6486	-9.60749	-13.4509	-14.8584	-13.8243
R__NOUN_NOUN_DET_ADJ	6	4	sing	אתניות	wrong	generated	הוא השביע תקלות סלאביות : היתה פסולת ה איחוי ה	0	True	699	4	10	הוא השביע תקלות סלאביות : היתה פסולת ה איחוי ה וולקנית , אנוביס עברה מ בדיחה ל הצלחה , אלהים פורשו ממנה קשישים ל עצמם , ו נקלטו מסמכי יוניון , ו הוצמדו ה סיבוכים ו רדפו את ה כוהנים עד ש כיהנו , ו אז התפנו ה קרחונים ו השליכו את ה כתיב , ו פיאנו סינכרון הובן טרנספר פרגמטי ב היטהרות : שלטונות האורקים ו מצמידים , פוספטים מאריכים ו ניצלים , אבל מסעדות נגד תכנון ו מזרק צריך תמיד . <eos>	-16.039	-18.664	-16.7108	-13.7989	-18.8184	-18.1772	-14.8493	-14.8219	-13.5929	-16.6822	-13.8901	-18.3368	-17.875	-19.3339	-14.8029	-14.1404	-14.7866	-15.0568	-13.2676	-18.5093	-16.0628	-16.5732	-16.444	-14.0624	-13.9172	-16.3656	-16.5276	-19.2476	-13.7547	-15.272	-14.4696	-13.8185	-16.3201	-18.6602	-17.0215	-18.2323
R__VERB_NOUN_CCONJ_VERB	19	1	sing	נעצר	correct	generated	"ה מופת , עו""ד יאן הלסינקי , מתעמתת כי במשך כ לוויה ו נפחי טופל בשאר מרית דיפרנציאלית של אקדחי כתם ב עטלפי מלאכים , תוך ש הוא מתרשם ב מבנה ו"	0	True	2625	4	32	"ה מופת , עו""ד יאן הלסינקי , מתעמתת כי במשך כ לוויה ו נפחי טופל בשאר מרית דיפרנציאלית של אקדחי כתם ב עטלפי מלאכים , תוך ש הוא מתרשם ב מבנה ו משבח בו על כתמי ה אגרוף ו חייהם . <eos>"	-8.79974	-8.33976	-9.22201	-10.9166	-8.2581	-8.64098	-10.097	-11.108	-9.50026	-8.59021	-10.1744	-9.53771	-7.63563	-9.54407	-9.57516	-9.37625	-8.85251	-10.0388	-8.49496	-7.67329	-8.65056	-8.3299	-11.5345	-9.06901	-9.78303	-9.69753	-8.54978	-9.43127	-7.8915	-9.36161	-8.29383	-8.90019	-9.5631	-10.433	-8.97068	-9.96656
R__VERB_NOUN_CCONJ_VERB	19	1	sing	נעצרים	wrong	generated	"ה מופת , עו""ד יאן הלסינקי , מתעמתת כי במשך כ לוויה ו נפחי טופל בשאר מרית דיפרנציאלית של אקדחי כתם ב עטלפי מלאכים , תוך ש הוא מתרשם ב מבנה ו"	0	True	99	4	32	"ה מופת , עו""ד יאן הלסינקי , מתעמתת כי במשך כ לוויה ו נפחי טופל בשאר מרית דיפרנציאלית של אקדחי כתם ב עטלפי מלאכים , תוך ש הוא מתרשם ב מבנה ו משבח בו על כתמי ה אגרוף ו חייהם . <eos>"	-11.8262	-12.4623	-13.875	-13.7151	-13.7441	-13.0647	-13.9266	-14.1782	-14.1331	-11.9701	-16.2355	-12.8337	-12.5013	-13.7071	-13.4808	-14.1748	-12.6115	-13.5637	-13.0302	-11.4509	-11.9224	-12.5062	-16.0946	-11.6998	-13.3312	-12.3917	-13.6056	-13.8424	-12.8599	-13.2292	-13.4616	-10.2695	-10.8298	-13.3833	-12.0517	-14.5992
R__NOUN_ADJ_DET_ADJ	69	9	sing	ימנית	correct	generated	ב מארקה תשודר ל זכויותיהם פנול את ה העלאה ה קלאסית ה	0	False	1290	4	12	"ב מארקה תשודר ל זכויותיהם פנול את ה העלאה ה קלאסית ה קרואה ביותר ש הובאה אי - פעם לידי שואה ב ציפיות ארה""ב . <eos>"	-8.19464	-10.7074	-10.0499	-10.6109	-7.20739	-8.50861	-6.05929	-8.40169	-7.02916	-7.6222	-10.9993	-10.1298	-11.1229	-7.21869	-7.22962	-10.709	-8.48774	-9.64499	-10.5	-7.42113	-7.80391	-10.8483	-8.62344	-11.2214	-6.84239	-7.85785	-7.46389	-10.3484	-11.0817	-6.63035	-9.79823	-7.68532	-7.80221	-10.1577	-8.19764	-10.3406
R__NOUN_ADJ_DET_ADJ	69	9	sing	ימניות	wrong	generated	ב מארקה תשודר ל זכויותיהם פנול את ה העלאה ה קלאסית ה	0	False	137	4	12	"ב מארקה תשודר ל זכויותיהם פנול את ה העלאה ה קלאסית ה קרואה ביותר ש הובאה אי - פעם לידי שואה ב ציפיות ארה""ב . <eos>"	-12.7631	-15.5851	-16.1781	-15.566	-14.0186	-15.808	-14.5173	-12.0548	-15.076	-14.9565	-15.835	-15.3746	-13.7728	-13.6305	-14.4777	-17.8567	-14.5828	-14.4672	-15.9652	-13.9558	-14.2326	-14.8894	-15.3825	-16.5368	-13.862	-13.9574	-13.1508	-16.8147	-16.3681	-15.2608	-13.8454	-16.8551	-14.9933	-14.4761	-14.164	-14.7914
R__NOUN_NOUN_DET_ADJ	57	9	sing	דיגיטלי	correct	generated	"אתמול טופלו ל שרב ה וטרינר אינטראקטיבי ה פטריוטי , בין ה דירקטור ל בית""ר , רק כ - 6,000 נתבים ו גם הם הטילו מ הקפאת ה דיור ה אקטיבית , חוץ מ ותיקי ה בידור ש היו ודאי אחוריים מ מדחס ה ריבוזומים ה"	0	True	775	4	46	"אתמול טופלו ל שרב ה וטרינר אינטראקטיבי ה פטריוטי , בין ה דירקטור ל בית""ר , רק כ - 6,000 נתבים ו גם הם הטילו מ הקפאת ה דיור ה אקטיבית , חוץ מ ותיקי ה בידור ש היו ודאי אחוריים מ מדחס ה ריבוזומים ה מכני . <eos>"	-12.3275	-10.9972	-11.6152	-11.634	-12.7746	-15.3447	-8.95823	-10.7593	-10.6439	-11.3806	-15.0878	-15.5303	-10.0273	-7.67549	-11.2914	-14.2295	-9.85935	-9.74681	-11.9363	-14.3328	-12.4077	-10.9806	-9.14458	-13.6029	-10.7086	-10.1433	-14.2949	-12.376	-9.64015	-11.3827	-10.2049	-10.3976	-11.1012	-16.0046	-10.4944	-11.033
R__NOUN_NOUN_DET_ADJ	57	9	sing	דיגיטליים	wrong	generated	"אתמול טופלו ל שרב ה וטרינר אינטראקטיבי ה פטריוטי , בין ה דירקטור ל בית""ר , רק כ - 6,000 נתבים ו גם הם הטילו מ הקפאת ה דיור ה אקטיבית , חוץ מ ותיקי ה בידור ש היו ודאי אחוריים מ מדחס ה ריבוזומים ה"	0	True	356	4	46	"אתמול טופלו ל שרב ה וטרינר אינטראקטיבי ה פטריוטי , בין ה דירקטור ל בית""ר , רק כ - 6,000 נתבים ו גם הם הטילו מ הקפאת ה דיור ה אקטיבית , חוץ מ ותיקי ה בידור ש היו ודאי אחוריים מ מדחס ה ריבוזומים ה מכני . <eos>"	-10.2389	-14.0679	-9.48825	-7.33325	-15.8936	-10.2407	-10.4556	-13.1509	-12.0732	-10.9701	-11.0875	-14.7954	-8.79799	-11.6023	-13.0982	-15.3787	-7.82622	-10.317	-8.79545	-9.05739	-11.4163	-11.9725	-10.4199	-12.0302	-12.4987	-11.978	-10.2775	-10.8455	-8.44162	-9.55572	-7.78203	-11.5364	-12.2259	-9.02255	-14.3793	-9.6459
R__NOUN_NOUN_DET_ADJ	47	5	sing	סמוי	correct	generated	קיץ ה נתינות ה	0	False	354	4	4	"קיץ ה נתינות ה סכמטי , גארדן סשה , הוביל לאומנות קוגניטיבית ב גוף ש בין אלתור מנהטן ל שרווד , ב לאסור כי הוא מתרשם כוכב ש מפיל יהיה להתנהג את "" מכוניות ויידר "" ב תרומה גאט""ט , ב דעתה של קרבות 501 תנוחות , ש עוצב להן מוקד היצע ב הטמנת מתנגדי ה סרן של צביון ה חלומות ו ה ניכור ב 37 ב סילבה . <eos>"	-16.2685	-12.4095	-14.4828	-14.2761	-12.3609	-16.7818	-15.9422	-12.9778	-13.5422	-12.6362	-16.5195	-12.0213	-11.8199	-9.69703	-12.7638	-15.3658	-15.6056	-14.8301	-15.081	-14.5401	-13.0017	-13.6425	-14.7667	-13.7646	-13.3907	-13.3426	-17.0555	-11.9707	-14.2365	-15.1792	-15.3079	-13.2346	-15.7615	-14.9375	-11.4662	-16.729
R__NOUN_NOUN_DET_ADJ	47	5	sing	סמויים	wrong	generated	קיץ ה נתינות ה	0	False	131	4	4	"קיץ ה נתינות ה סכמטי , גארדן סשה , הוביל לאומנות קוגניטיבית ב גוף ש בין אלתור מנהטן ל שרווד , ב לאסור כי הוא מתרשם כוכב ש מפיל יהיה להתנהג את "" מכוניות ויידר "" ב תרומה גאט""ט , ב דעתה של קרבות 501 תנוחות , ש עוצב להן מוקד היצע ב הטמנת מתנגדי ה סרן של צביון ה חלומות ו ה ניכור ב 37 ב סילבה . <eos>"	-16.6906	-17.8	-14.533	-15.7878	-16.7452	-17.7544	-17.4818	-14.177	-12.6311	-17.3928	-15.6031	-17.8868	-17.8269	-16.4347	-17.0405	-13.2333	-16.0253	-13.8091	-14.5537	-18.0745	-18.0949	-19.2386	-17.8036	-12.5781	-17.1234	-15.0709	-18.8979	-16.6208	-14.2572	-14.9136	-14.0171	-16.1797	-15.9143	-18.7195	-17.4748	-16.5555
L__NOUN_VERB_PUNCT_VERB	1	0	sing	מהווה	correct	original	ה הגנה ה כוללת את שני ה וותיקים אוזן ו אילוז ,	1	True	11606	11	12	ה הגנה ה כוללת את שני ה וותיקים אוזן ו אילוז , מהווה את מעוז ה קבוצה . <eos>	-10.081	-10.6668	-9.94483	-9.4598	-8.62429	-9.19397	-8.92721	-9.8984	-9.76083	-10.6015	-8.94804	-9.19488	-11.1564	-9.11054	-9.67921	-11.017	-8.87677	-10.3397	-9.89434	-8.98773	-9.7545	-8.93495	-9.87275	-7.25947	-10.0839	-9.95416	-8.79427	-9.83637	-9.54138	-9.27688	-9.86567	-9.43588	-10.051	-10.2736	-10.1926	-10.6001
L__NOUN_VERB_PUNCT_VERB	1	0	sing	מהוות	wrong	original	ה הגנה ה כוללת את שני ה וותיקים אוזן ו אילוז ,	1	True	1243	11	12	ה הגנה ה כוללת את שני ה וותיקים אוזן ו אילוז , מהווה את מעוז ה קבוצה . <eos>	-11.5058	-14.357	-12.9658	-12.0354	-11.5897	-10.3175	-9.72843	-10.678	-11.9075	-11.336	-10.2398	-12.5619	-12.3413	-11.5615	-12.0964	-13.318	-10.5505	-11.995	-11.2935	-12.3845	-10.1133	-11.0002	-11.0958	-10.5456	-11.6097	-11.2027	-11.0213	-10.2605	-10.6279	-11.7199	-10.9799	-10.5548	-11.4242	-12.0641	-11.6284	-12.152
R__NOUN_NOUN_DET_ADJ	72	6	sing	סבור	correct	generated	"רייקונן "" ה קוסמית "" , ש גבתה במשך הכרעות ל כיתוב רקיע ה סיירים ה"	1	True	1031	4	16	"רייקונן "" ה קוסמית "" , ש גבתה במשך הכרעות ל כיתוב רקיע ה סיירים ה רלוונטי , אומנות ה ביניים ה רוחני , עדה ל פיטום קטלני ב מקצבי שפחת יידריך . <eos>"	-13.2184	-15.4966	-14.2425	-13.4576	-14.2848	-15.3973	-12.4905	-12.6891	-15.5535	-16.5159	-18.6102	-16.183	-17.6025	-13.6516	-12.5916	-13.629	-13.9943	-13.7635	-16.1663	-15.1091	-15.2285	-15.1259	-14.323	-11.923	-14.279	-14.2998	-15.2525	-19.5996	-14.9798	-18.9204	-14.8608	-15.7066	-12.7599	-14.8933	-13.0625	-17.9848
R__NOUN_NOUN_DET_ADJ	72	6	sing	סבורים	wrong	generated	"רייקונן "" ה קוסמית "" , ש גבתה במשך הכרעות ל כיתוב רקיע ה סיירים ה"	1	True	1756	4	16	"רייקונן "" ה קוסמית "" , ש גבתה במשך הכרעות ל כיתוב רקיע ה סיירים ה רלוונטי , אומנות ה ביניים ה רוחני , עדה ל פיטום קטלני ב מקצבי שפחת יידריך . <eos>"	-13.4059	-12.0117	-10.7098	-9.82311	-11.2702	-15.4377	-13.1022	-10.558	-11.2088	-13.3369	-13.3079	-15.0904	-11.3326	-13.4855	-12.6512	-11.3225	-10.8108	-13.0575	-12.717	-11.9584	-11.4634	-12.0329	-11.7831	-8.64795	-12.453	-11.7809	-8.6467	-11.8922	-13.1714	-11.8185	-13.4238	-11.5883	-11.1262	-12.032	-10.8923	-12.3815
R__NOUN_NOUN_DET_ADJ	46	4	sing	קבועה	correct	generated	כן תפסיק ה מפרשית שלוש בימות בונוס גאורגיות ל רוטשטיין ב האדרת סוכנת ה גיבון ה	0	False	2527	5	16	כן תפסיק ה מפרשית שלוש בימות בונוס גאורגיות ל רוטשטיין ב האדרת סוכנת ה גיבון ה נמוכה . <eos>	-8.84685	-9.5568	-10.4455	-11.5711	-10.636	-13.631	-11.7137	-7.74165	-11.2861	-12.7802	-12.6179	-13.2499	-10.2551	-10.444	-11.0307	-10.0059	-7.4027	-9.74559	-7.56597	-12.3311	-8.80744	-11.5692	-6.59721	-12.5451	-9.79852	-13.2954	-7.55636	-12.9402	-9.07086	-8.86419	-10.2529	-10.8884	-9.50561	-12.0273	-9.28655	-10.5632
